flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,loyalty_program_level,fleet_type_description,fleet_usage,response_group
871,SYX,SFX,2022-09-04,Delayed,Delayed,Pacific,the food service is still dramatically worse on polaris business than the old business class dining. it is really disappointing.,90+,premier 1k,B777-300,Mainline,member
2029,PHX,DEX,2022-09-04,Delayed,Delayed,Domestic,more sparkling water choices.,80+,premier silver,A320-200,Mainline,member
5592,LAX,FAX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,i appreciated that the wine was complimentary.,90+,non-elite,CRJ-200,Express,member
387,DBX,EWX,2022-09-04,Delayed,Delayed,Atlantic,"the beef entree was not great, but definitely edible. my neighbour got the fish and it looked much better, and a bigger portion. i did not ask how it tasted, but she at it all. the cheese plate arrived and all the cheeses were same / similar, and hard / dry like they had been left out, or stored, too long.",90+,premier 1k,B767-300,Mainline,member
120,EDX,ORX,2022-09-05,Early & Ontime,Early & Ontime,Atlantic,"the staff was awesome. however, they gave us the ice cream before they served the food. it was a melted mess by the time i was ready for dessert.",90+,premier platinum,B757-200,Mainline,member
60,FRX,SFX,2022-09-05,Delayed,Delayed,Atlantic,"horrible bun , hard to understand specially when you leave germany that has the best in the world.",80+,non-elite,B777-300,Mainline,member
2046,DEX,TPX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,i would like to see drinks served in more sustainable options such as compostable cups (ie like bamboo) rather than single use plastics.,90+,premier 1k,A320-200,Mainline,member
915,CDX,IAX,2022-09-05,Delayed,Delayed,Atlantic,the food for business class was delicious.,90+,non-elite,B777-200,Mainline,member
164,IAX,MAX,2022-09-05,Delayed,Early & Ontime,Atlantic,"i had a dinner which was average at best. i do not expect gourmet on a flight, ibut it was rather bland, and i am very easy to please.",90+,non-elite,B767-400,Mainline,member
1410,IAX,BNX,2022-09-05,Delayed,Delayed,Domestic,no_comment,90+,non-elite,A319-100,Mainline,member
1645,SJX,IAX,2022-09-03,Early & Ontime,Early & Ontime,Latin,the selection of food should meet more healthy standards or people who care about their diet. my wife is vegan. she was not able to eat since nothing fit her desired requirement for vegan.,90+,non-member,B737-900,Mainline,non-member
1724,SFX,KOX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,flight was delayed (very slightly) as we were waiting for the food to arrive/be loaded. the food when served seemed very fresh and appetising. although as usual the salad was an odd combination and inedible.,0 to 70,premier silver,B737-900,Mainline,member
1724,SFX,KOX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,not enough options such as vegan snacks. there was no ginger ale.,0 to 70,non-elite,B737-900,Mainline,member
2344,RSX,DEX,2022-09-05,Delayed,Early & Ontime,Domestic,the meal had a spicy sauce. an option of the sauce on the side would be nice.,90+,non-elite,A320-200,Mainline,member
5547,ORX,HPX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,7:30am flight and the only offerings were pretzels and some packaged waffle thing. perhaps the bishoff biscuit should have been available for a morning flight.,90+,non-member,CRJ-200,Express,non-member
273,EWX,NCX,2022-09-03,Delayed,Delayed,Atlantic,better champagne please.,90+,non-elite,B767-300,Mainline,member
47,IAX,FRX,2022-09-04,Delayed,Delayed,Atlantic,no_comment,90+,non-member,B777-200,Mainline,non-member
924,LAX,LHX,2022-09-05,Delayed,Early & Ontime,Atlantic,no_comment,90+,non-elite,B787-9,Mainline,member
5022,DEX,PRX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,love the stroopwafels.,80+,non-elite,CRJ-200,Express,member
278,IAX,SFX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,united (and quite frankly most us based carriers) lack the quality of most foreign carriers. (and the menus in polaris class need.,70+,premier 1k,B777-200,Mainline,member
86,TLX,EWX,2022-09-06,Delayed,Delayed,Atlantic,"there should be an allotment of additional kosher meals on flights to and from tel aviv. it is rather absurd to have an exact amount, as the app is not sufficient to know and determine kosher meals. additionally, there was no red kosher wine. these flights are better than 50% kosher;. do not be stingy, especially with business class customers paying in excess of $5,000 for the rt flight.",80+,premier 1k,B787-10,Mainline,member
149,GRX,EWX,2022-09-05,Early & Ontime,Early & Ontime,Latin,breakfast instead cake should be a bread or crossaint.,90+,premier platinum,B777-200,Mainline,member
2118,SAX,SFX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,not enough non-meat choices.,90+,non-member,A320-200,Mainline,non-member
820,IAX,EZX,2022-09-06,Early & Ontime,Early & Ontime,Latin,la calidad de la comida fue altamente superior en el vuelo de eze-iah que en el de regreso iah-eze.,90+,non-elite,B777-200,Mainline,member
429,MEX,IAX,2022-09-05,Early & Ontime,Early & Ontime,Latin,"it would be nice to receive a small snack for the flight, as well as sparkling water options.",90+,non-elite,A320-200,Mainline,member
2261,MCX,DEX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-member,B757-200,Mainline,non-member
1077,EWX,LAX,2022-09-06,Early & Ontime,Delayed,Domestic,nice if you had a good red wine.,80+,premier platinum,B787-10,Mainline,member
2090,SFX,SBX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,it would have been nice to have drinks service but it is a short flight.,70+,non-elite,B737-800,Mainline,member
1759,DEX,KOX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,the tea was terrible.,70+,premier platinum,B757-200,Mainline,member
2111,ORX,SMX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,"cheese plate...which you typically have, was not available.",80+,premier 1k,B737-900,Mainline,member
916,IAX,CDX,2022-09-06,Early & Ontime,Delayed,Atlantic,morning snack was yogurt and a very sweet biscotti. hot breakfast sandwich would have been preferred.,90+,non-member,B777-200,Mainline,non-member
761,DEX,MUX,2022-09-06,Delayed,Early & Ontime,Atlantic,"my husband and i pre-ordered vegetarian meals. my husband did not receive his breakfast like i did. i am glad that the breakfast option handed out to the rest of the passengers was vegetarian friendly for him to eat. the salad portions with out main meal were tiny. the asian vegetarian meal was delicious as always. also, i am glad that the flight attendant gave us sorbet ice anyways because the cookie that we received with our dinner just was not cutting it. also, the last couple long-haul flights i have been on this year never seem to have the hazy ipa that is listed in the beverage card. i would recommend either removing it from the card or making sure that the plane is stocked with the beer. having a quality craft beer on the flight just sounds like a great way to start a journey.",90+,premier silver,B787-9,Mainline,member
269,EWX,BOX,2022-09-06,Delayed,Delayed,Latin,i think a hot meal should always be provided on international flights. this flight only has a meal in one direction which is confusing because the return flight is the same length and more expensive.,70+,non-member,B737-700,Mainline,non-member
2631,SFX,PHX,2022-09-06,Delayed,Delayed,Domestic,"with this flight being over 5 hours, i think having a more substantial food like a sandwich should be offered.",80+,non-member,B737-800,Mainline,non-member
473,SFX,RDX,2022-09-07,Delayed,Delayed,Domestic,"on a flight of this length, there needs to be more drink service (barring any interruptions caused by turbulence). in dry air like this, two drinks simply is not enough, and i would have been extremely uncomfortable if i had not brought drinks with me.",80+,non-elite,B737-800,Mainline,member
949,SFX,LHX,2022-09-06,Early & Ontime,Delayed,Atlantic,taste of veg meals may be improved. more variety may be added.,90+,non-member,B777-200,Mainline,non-member
949,SFX,LHX,2022-09-06,Early & Ontime,Delayed,Atlantic,all i wanted to say was everything was ok except the bread rolls need to be thawed properly and slightly heated. otherwise all ok.,90+,non-member,B777-200,Mainline,non-member
3480,YQX,EWX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,it offered a snack in coach.,90+,non-elite,ERJ-175,Express,member
1508,DEX,SAX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,too spicy and a bit strange tasing chicken.,90+,non-elite,B737-800,Mainline,member
5627,DEX,HSX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,i wish you had offered a low carb snack like peanuts instead of just pretzels and cookies.,80+,non-elite,ERJ-175,Express,member
2018,IAX,BOX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,our preorder was for a breakfast entree that was apparently substituted that day. the french toast i was served was good.,90+,premier silver,A320-200,Mainline,member
4227,TUX,IAX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,thanks for always providing snacks and drinks.,90+,non-elite,ERJ-145,Express,member
2618,SFX,LAX,2022-09-07,Early & Ontime,Delayed,Domestic,tomato juice.,90+,non-member,B737-MAX9,Mainline,non-member
2618,SFX,LAX,2022-09-07,Early & Ontime,Delayed,Domestic,should be at no cost to the flying pubilic.,90+,non-member,B737-MAX9,Mainline,non-member
3443,INX,EWX,2022-09-06,Delayed,Delayed,Domestic,no_comment,90+,non-member,ERJ-175,Express,non-member
243,PDX,SFX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,no complimentary snack on flight to san fran.,90+,non-elite,B737-800,Mainline,member
1033,EWX,TPX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,did not eat on the newark to tampa flight. did not have a glass of wine becausr we did not like choices.,90+,premier platinum,B737-800,Mainline,member
1945,ORX,PHX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,so nice to get a “real” meal again. i can not it was a good value though considering it was an $8 burger which is not a tremendous value when paying the price for a fist class upgrade. happy nonetheless.,90+,premier silver,A320-200,Mainline,member
1205,EWX,SFX,2022-09-08,Early & Ontime,Delayed,Domestic,a whole can of soda for long trip. bigger complimentary snack for long flight.,70+,non-member,B777-300,Mainline,non-member
1421,FLX,IAX,2022-09-09,Delayed,Delayed,Domestic,could we pls get a new dessert option ?. the chocolate chip cookie is awesome but getting a little old <:)>.,90+,premier gold,B737-900,Mainline,member
984,ATX,IAX,2022-09-09,Early & Ontime,Delayed,Atlantic,the chicken was spicy.,90+,non-elite,B777-200,Mainline,member
984,ATX,IAX,2022-09-09,Early & Ontime,Delayed,Atlantic,"we were not offered enough water, important for a 10.5 hour flight. generally the flight attendants did a good job. i would have appreciated a salad with the lunch.",90+,non-member,B777-200,Mainline,non-member
1988,LAX,EWX,2022-09-09,Delayed,Delayed,Domestic,did not seem to be a good value for the snack's.,90+,premier silver,B737-900,Mainline,member
1500,EWX,LAX,2022-09-08,Early & Ontime,Delayed,Domestic,no_comment,90+,premier silver,B787-10,Mainline,member
2301,SNX,DEX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,"i have never gotten more than the two standard options;. although the meals are delicious, this gets tedious across a total of four flights in a short amount of time.",90+,premier silver,B737-800,Mainline,member
3943,YUX,IAX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,lilly coffee was a nice touch.,90+,non-elite,CRJ-200,Express,member
215,HNX,SFX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,"please have more gluten-free, non-meat options.",90+,premier platinum,B737-800,Mainline,member
318,EWX,DUX,2022-09-09,Delayed,Delayed,Atlantic,no_comment,90+,non-member,B757-200,Mainline,non-member
764,DEX,ORX,2022-09-10,Delayed,Delayed,Domestic,the waffles were soggy. not sure it is a great idea to serve waffles with fruit on top.,90+,non-elite,B777-200,Mainline,member
548,IAX,SFX,2022-09-09,Early & Ontime,Delayed,Domestic,a healthy snack choice like nuts would be nice.,90+,premier gold,B737-900,Mainline,member
1552,EWX,GUX,2022-09-10,Early & Ontime,Delayed,Latin,better variety of snacks and beverage.,70+,non-elite,B737-800,Mainline,member
387,DBX,EWX,2022-09-10,Delayed,Early & Ontime,Atlantic,food could be better.,90+,non-elite,B767-300,Mainline,member
485,DEX,LAX,2022-09-10,Delayed,Delayed,Domestic,just very hurried due to turbulence.,80+,non-member,B737-800,Mainline,non-member
1727,ORX,ALX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,something other than pretzels would be a welcomed change.,80+,non-member,A320-200,Mainline,non-member
2449,SFX,EWX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,should be able to pre-order meal on transcontinental flight.,90+,premier gold,B777-200,Mainline,member
5484,MSX,SFX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,fantastic to get a selection of snacks in addition to the snack box!!.,0 to 70,premier 1k,ERJ-175,Express,member
4341,IAX,LIX,2022-09-10,Early & Ontime,Delayed,Domestic,no ice for drinks.,90+,non-member,ERJ-145,Express,non-member
3846,FAX,ORX,2022-09-10,Delayed,Delayed,Domestic,no_comment,90+,non-member,CRJ-200,Express,non-member
680,EWX,LAX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,on flight to vegas. snack offered was “sweet cookie” or plain cookie. ?. a little vague trying to determine what they were especially seating in window seat.,90+,non-elite,B737-900,Mainline,member
4712,GRX,ORX,2022-09-10,Early & Ontime,Delayed,Domestic,"no, it was fine.",90+,non-elite,CRJ-200,Express,member
4913,SHX,IAX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,"the frequency they came to offer. and the flight from shv to iah, nothing was offered.",80+,premier silver,ERJ-145,Express,member
7,NRX,IAX,2022-09-11,Early & Ontime,Early & Ontime,Pacific,"the selections of both red and white wines were disappointing. there was no chardonnay, and the whites were not appealing. the red was ok. no cabernet red wines. for an international business class, the wine was disappointing.",90+,non-elite,B777-200,Mainline,member
1131,SAX,IAX,2022-09-11,Early & Ontime,Early & Ontime,Latin,no_comment,80+,non-elite,B737-900,Mainline,member
54,ZRX,IAX,2022-09-11,Delayed,Delayed,Atlantic,offer up some complementary spirits at least on international flights.,80+,non-elite,B767-300,Mainline,member
253,HNX,IAX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,have warm foods.,80+,non-elite,B777-200,Mainline,member
914,KEX,ORX,2022-09-12,Early & Ontime,Early & Ontime,Atlantic,"for an international business class meal, the quality of the food served should be better.",90+,premier gold,B757-200,Mainline,member
435,EWX,IAX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,wish there were more options than stale pretzels - biscoffs are always great. i would like to have coffee or tea but do not trust the water heaters are regularly cleaned to drink it. the sodas were flat. also different water than dasani.,90+,non-elite,B737-800,Mainline,member
435,EWX,IAX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,B737-800,Mainline,member
5240,MAX,IAX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,everything was great i am very happy with what i get.,90+,non-member,ERJ-175,Express,non-member
514,DEX,PHX,2022-09-12,Delayed,Delayed,Domestic,welcome more variety. would be great having limes/lemons back.,90+,premier gold,A319-100,Mainline,member
514,DEX,PHX,2022-09-12,Delayed,Delayed,Domestic,coffee was not great. i am used to bottle water on delta and not having to ask for a refill often. i drink a lot of water.,90+,non-elite,A319-100,Mainline,member
